(0)number, (1)prod_id,(2)prod_name,(3)prod_descr,(4)source,(5)img_path,(6)my_img_path,(7)price,(8)in_stock, (9)needed_stock, (10)location
330,am-3740,Dynamo Brushless Motor & Controller,The Dynamo is a 12VDC brushless motor and integrated controller manufactured by Nidec Motor Corporation. This low powered motor with integrated controller is a new alternative to the brushed motors...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/dynamo-brushless-motor-controller/5bd8a95d61a10d5948a53444/large_thumb.jpg?c=1540925789,AndyMark/am-3740.jpg,99.0,0.0,0.0,null
331,am-3760,12:1 CIM Sport with 1/2 in. Hex Output,The gearbox has a gear ratio of 12:1 with a ½ in. Hex Output. A free packet of red tacky grease (am-2768) is included with every gearbox purchased. This grease must be used to coat every internal s...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/12-1-cim-sport-with-1-2-in-hex-output/5bdc5fb761a10d06ee43d320/large_thumb.jpg?c=1541169079,AndyMark/am-3760.jpg,78.0,0.0,0.0,null
332,am-2183,Fitting :  pneumatic :  Y :  1/4 press-in (two) :  1/8 ...,This is a pneumatic Y connection with two 1/4" push-to-connect fittings and one 1/8" NPT thread end.,1,https://andymark-weblinc.netdna-ssl.com/product_images/fitting-pneumatic-y-1-4-press-in-two-1-8-in-npt-one/am_2183/5bd497a261a10d27d2433390/large_thumb.jpg?c=1540659106,AndyMark/am-2183.jpg,2.8,0.0,0.0,null
333,am-3101-6AUS,Ship From Sydney - 1/2 in. Churro :  6 FT +/- 0.1...,Churro is a versatile extruded aluminum hex profile. This is a 6 ft. churro. The outside of this part is a 1/2 in. hex with small concave dimples which act as weight savings. There is an inside hol...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/1-2-in-churro-6-ft-0-125-in/5bf22ecdfe93c63f93220242/large_thumb.jpg?c=1542598349,AndyMark/am-3101-6AUS.jpg,25.0,0.0,0.0,null
334,am-3618,#25 18 Tooth 0.5 in. Keyed Sprocket,This is a 18 tooth sprocket with a 0.5 in. keyed bore.,1,https://andymark-weblinc.netdna-ssl.com/product_images/25-18-tooth-0-5-in-keyed-sprocket/5bd8b29861a10d5948a5353f/large_thumb.jpg?c=1540928152,AndyMark/am-3618.jpg,6.0,0.0,0.0,null
335,am-2581,PWM Y-cable :  24 in.,This is a PWM Y-cable :  also known as a "Y servo extension cable". 3-wire "Y"-cables allow 2 motors/servos to be driven by a single microcontroller output. 22 gauge wire is used in these cables :  and...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-wire-pwm-y-cable-24-in/am_2581/5bd497de61a10d27d2433454/large_thumb.jpg?c=1540659166,AndyMark/am-2581.jpg,5.0,0.0,0.0,null
336,am-2435,Ultrasonic proximity sensor :  EZ0 :  MB1200 :  MaxBotix,The XL-MaxSonar-EZ0 offers the widest and most sensitive beam pattern of any indoor sensor we currently offer. This makes the XL-MaxSonar-EZ0 an excellent choice wherever wide beam detection :  r...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/ultrasonic-proximity-sensor-ez0-mb1200-maxbotix/am_2435/5bd497cb61a10d27d243341c/large_thumb.jpg?c=1540659147,AndyMark/am-2435.jpg,45.0,0.0,0.0,null
337,am-3103AUS,Ship From Sydney - NeveRest Classic 60 Gearmotor,The NeveRest 60 is a gearmotor with an attached encoder. The output shaft geometry and the gearbox housing diameter is similar to what FTC teams are familiar with. The shaft is 6mm dia and the ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/aussie-sku-neverest-classic-60-gearmotor/5bd35dfa61a10d29549643d6/large_thumb.jpg?c=1540578810,AndyMark/am-3103AUS.jpg,30.0,0.0,0.0,null
338,am-3855,4 Gauge Robot Side Power Cable Kit,This bundle includes three components intended to sit between a robots' Power Distribution Panel (am-2856) and a Four Gauge Battery Cable (am-3777). This bundles' wires utilize four gauge mistransl...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-gauge-robot-side-power-cable-kit/5bdc572461a10d06db43d3ba/large_thumb.jpg?c=1541166884,AndyMark/am-3855.jpg,56.0,0.0,0.0,null
339,am-3768,57 Sport 775 Motor Mounting Kit,This kit has the needed hardware to attach an RS 775 motor such as our RedLine (am-3775) to a 57 Sport Gearbox. Individual Components within this Bundle: 1 - RS-775 Motor Pinion Gear (am-3784)...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/57-sport-775-motor-mounting-kit/5bd8b8d461a10d5948a5368a/large_thumb.jpg?c=1540929748,AndyMark/am-3768.jpg,5.5,0.0,0.0,null
340,am-1278,10-24x1.25 Thread Forming Screw :  Zinc [Qty-10],This is a Trilobe :  thread forming :  or thread rolling screw :  ideal for applications where the screw is being threaded into plastic or metal. A flat washer is part of the 5/16 hex head :  providing ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-24x1-25-thread-forming-screw-zinc-qty-10/5bdc53c761a10d06db43d259/large_thumb.jpg?c=1541166023,AndyMark/am-1278.jpg,3.0,0.0,0.0,null
341,am-0981,Polycarbonate sheet :  0.093 in. thick :  24 in.x24...,This is a single sheet of 3/32 in. thick polycarbonate (PC) plastic :  cut to a 24x24 in. square. This single sheet of PC will be shipped with the protective covering on both sides of the plastic she...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/polycarbonate-sheet-0-093-in-thick-24-in-x24-in-clear/am_0981/5bd3e32f61a10d27d24332d4/large_thumb.jpg?c=1540612911,AndyMark/am-0981.jpg,18.0,0.0,0.0,null
342,am-3436_green,2 in. Stealth Wheel :  3/8 in. Hex Bore :  35A Duro...,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 35A durometer hardness. The green treaded stealth wheels...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-stealth-wheel-3-8-in-hex-bore-35a-durometer/5bd89a2e61a10d5915a53640/large_thumb.jpg?c=1540921902,AndyMark/am-3436_green.jpg,6.0,0.0,0.0,null
343,am-1188,Cable Ties :  4 in. :  Natural Nylon :  bag of 100,These are 4 in. long cable ties (zip ties) manufactured by BURNDY.,1,https://andymark-weblinc.netdna-ssl.com/product_images/cable-ties-4-in-natural-nylon-bag-of-100/5bd3373161a10d292c96449a/large_thumb.jpg?c=1540568881,AndyMark/am-1188.jpg,5.5,0.0,0.0,null
344,am-14u3-MK6SR,AM14U3 Upgrade Kit 6 in. SR Mecanum Wheels,Upgrade your AM14U3 to a 6" SR Mecanum Wheel Drive. This chassis uses one 10.71:1 Ratio Toughbox Micro connected directly to the 6" mecanum wheels. The SR wheels provide a robust mecanum solution f...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am14u3-upgrade-kit-6-in-sr-mecanum-wheels/am_14u3_mk6sr/5bd3e35861a10d27d2433359/large_thumb.jpg?c=1540612952,AndyMark/am-14u3-MK6SR.jpg,760.0,0.0,0.0,null
345,am-2266,Timing Belt :  160 Tooth :  Gates 5mm HTD :  15mm wide,This is a Gates HTD timing belt :  manufacturer part number 800-5M-15 Usage:Axle Locations for AM14U Variations (.pdf),1,https://andymark-weblinc.netdna-ssl.com/product_images/timing-belt-160-tooth-gates-5mm-htd-15mm-wide/am_2266/5bd497b361a10d27d24333ce/large_thumb.jpg?c=1540659123,AndyMark/am-2266.jpg,18.0,0.0,0.0,null
346,am-2341,Connector Kit :  12-10 AWG :  Male And Female Conne...,This is a connector kit with Female and Male Connectors for 12-10 AWG Wire.Included Hardware: One - Connector :  Female :  12-10 AWG :  Tab .032"x.250" :  Yellow :  Qty 10One - Connector :  Male :  12-10 AWG :  Y...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/connector-kit-12-10-awg-male-and-female-connectors-qty-10-each/am_2341/5bd497be61a10d27d24333f3/large_thumb.jpg?c=1540659134,AndyMark/am-2341.jpg,5.0,0.0,0.0,null
347,am-2814,PWM Female Connector,This is a connector and 3 contacts commonly used as a PWM Female Connector on a mobile robot. This will let you customize the length of your pwm cable for your application. All you need is a crimp ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pwm-female-connector/5bd334f161a10d292c96444f/large_thumb.jpg?c=1540568305,AndyMark/am-2814.jpg,1.0,0.0,0.0,null
348,am-2706,Timing Belt :  151 Tooth :  Gates 5mm HTD :  15mm wide,This is a Gates HTD timing belt :  manufacturer part number 755-5M-15 Usage: Axle Locations for AM14U Variations (.pdf),1,https://andymark-weblinc.netdna-ssl.com/product_images/timing-belt-151-tooth-gates-5mm-htd-15mm-wide/am_2706/5bd497ef61a10d27d2433486/large_thumb.jpg?c=1540659183,AndyMark/am-2706.jpg,16.0,0.0,0.0,null
349,am-1273,5/16 Nut Driver,Used with bolt and nut applications and Meets or exceeds ANSI /ASME Specifications. This is NOT insulated and will NOT protect against shock. Ergonomically designed Cushion Grip Handle-Color Coded ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/5-16-nut-driver/am_1273/5bd3e34861a10d27d243332d/large_thumb.jpg?c=1540612936,AndyMark/am-1273.jpg,11.0,0.0,0.0,null
350,am-3495,Sentinel Interface Board for the Talon SRX,The Sentinel Breakout Board is used to easily connect a wide variety of digital and analog signal inputs to the Talon SRX speed controller. Inputs supported include incremental and absolute encoder...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/sentinel-interface-board-for-the-talon-srx/5bd8a0bf61a10d5935a53583/large_thumb.jpg?c=1540923583,AndyMark/am-3495.jpg,18.0,0.0,0.0,null
351,am-1361,10-24x1/2 Thread Forming Screw [Qty-25],This is a Trilobe :  thread forming :  or thread rolling screw :  ideal for applications where the screw is being threaded into plastic or metal. A flat washer is part of the 5/16 hex head :  providing mo...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-24x1-2-thread-forming-screw-qty-25/5beb402761a10d7bfafda6c8/large_thumb.jpg?c=1542144039,AndyMark/am-1361.jpg,4.0,0.0,0.0,null
352,am-1195,#10-32 x 1-1/2 in. SHCS [Qty-25],Purchase this screw as am-1014.,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-1-1-2-in-shcs-qty-25/5bc9fd9c61a10d0e758b7992/large_thumb.jpg?c=1540612929,AndyMark/am-1195.jpg,7.0,0.0,0.0,null
353,am-2256,4 in. HiGrip Wheel,FIRST Tech Challenge Note: This product is NOT legal for FTC. We recommend our Stealth Wheel for applications where digging into the surface is a concern. Product Overview: This is a 4 inch diamete...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-higrip-wheel/am_2256/5bd497b261a10d27d24333c7/large_thumb.jpg?c=1540659122,AndyMark/am-2256.jpg,8.0,0.0,0.0,null
354,am-3997,HD Mecanum Upgrade Kit for TileRunner,TileRunner is the standard for drive systems in FIRST Tech Challenge. We designed it to be configured in many different ways to suit the teams using it. From multiple gearbox locations and options...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/hd-mecanum-upgrade-kit-for-tilerunner/5beece61fe93c67ff92f5642/large_thumb.jpg?c=1542377057,AndyMark/am-3997.jpg,275.0,0.0,0.0,null
355,am-3052,72 in. C-Channel,C-Channel aluminum piece :  similar to the structural members used in a C-Base Drive Chassis :  except longer. The intent of this 72" long C-Channel is to allow users to build up from their Drive Chass...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/72-in-c-channel/5bd3585461a10d293f96469f/large_thumb.jpg?c=1540577364,AndyMark/am-3052.jpg,37.0,0.0,0.0,null
356,am-2204,1/2 in. Hex Broach,Here is a 1/2" high strength steel Hexagon Broach :  push type :  for use with arbor or hydraulic press. This converts a round hole into a hex :  in just one pass. The length of cut based on mild steel. ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/1-2-in-hex-broach/am_2204/5bd497a761a10d27d24333a0/large_thumb.jpg?c=1540659111,AndyMark/am-2204.jpg,235.0,0.0,0.0,null
357,am-0438,6 in. Plaction Wheel w/ Wedgetop Tread,Molded polycarbonate :  6 in. diameter high traction wheel with Wedgetop tread Included Hardware: Two - 6 in. Plaction Wheel Halves Six - Individual #10-32x1 in. SHCS Six - Individual #10-3...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-in-plaction-wheel-w-wedgetop-tread/am_0438/5bd3e2ff61a10d27d243323d/large_thumb.jpg?c=1540612863,AndyMark/am-0438.jpg,0.0,0.0,0.0,null
358,am-0931,Ball Bearing :  8 mm x 19 mm x 6 mm Flanged,This is the Ball Bearing used to hold the Output Shaft of the CIM-Sim Gearbox.,1,https://andymark-weblinc.netdna-ssl.com/product_images/ball-bearing-8-mm-x-19-mm-x-6-mm-flanged/am_0931/5bd3e32561a10d27d24332b5/large_thumb.jpg?c=1540612901,AndyMark/am-0931.jpg,4.5,0.0,0.0,null
359,am-2913,REV :  1 in. Bearing Side Support,This bearing bracket holds 1.125" OD bearings :  with the REV Robotics 1" Extrusion.When attaching 0.09-0.13" thick plates to this extrusion :  use #10-32 x 3/8 screws :  accompanied by #10-32 nylock jam...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rev-1-in-bearing-side-support/5bd3486261a10d293f9643b6/large_thumb.jpg?c=1540573282,AndyMark/am-2913.jpg,3.5,0.0,0.0,null
360,am-2045,Low Density PTFE Tape Roll :  1/2 in. x 520 in.,Be sure all your threaded pneumatic connections are sealed properly with this teflon tape. Standard grade PTFE tape used in all your robot pneumatics.,1,https://andymark-weblinc.netdna-ssl.com/product_images/low-density-ptfe-tape-roll-1-2-in-x-520-in/am_2045/5bd4979961a10d27d2433373/large_thumb.jpg?c=1540659097,AndyMark/am-2045.jpg,1.5,0.0,0.0,null
361,am-1254,M3-0.5 x 6mm SHCS,This screw is to be used as a servo set screw replacement for the REV Smart Servo (am-3217).,1,https://andymark-weblinc.netdna-ssl.com/product_images/m3-0-5-x-6mm-shcs/am_1254/5bd3e34761a10d27d2433328/large_thumb.jpg?c=1540612935,AndyMark/am-1254.jpg,0.2,0.0,0.0,null
362,am-3665_blk,4 in. Stealth Wheel with 5mm Hex Bore :  Black :  6...,This is a black 4 in. stealth wheel with a 5mm Hex bore and a 60A durometer. The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplas...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-stealth-wheel-with-5mm-hex-bore-black-60-durometer/5bd8a66961a10d5935a536a7/large_thumb.jpg?c=1540925033,AndyMark/am-3665_blk.jpg,7.0,0.0,0.0,null
363,am-3583,AM Robot Signal Light,Our Robot Signal Light is designed to work with the roboRIO's RSL port to provide a quick visual indicator of robot status. This is not the 855PB-B12ME522 light specified by R71 of the 2018 FIRST R...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am-robot-signal-light/5bd8b84d61a10d5948a53665/large_thumb.jpg?c=1540929613,AndyMark/am-3583.jpg,52.0,0.0,0.0,null
364,am-3890_F0,Rover Ruckus Full Game Set :  NO GAME PIECES,Finally :  there is a moon landing replica that you can own yourself. No need to save millions of dollars to go to the moon and collect a bunch of rocks :  only to hope that re-entry to earth doesn't d...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rover-ruckus-full-game-set-no-game-pieces/5bd8c57761a10d595ca534fc/large_thumb.jpg?c=1540932983,AndyMark/am-3890_F0.jpg,340.0,0.0,0.0,null
365,am-3401,24T HTD Pulley :  6MM Bore,Product Overview: These two halves make up one pulley. Specifications: Flange diameter: 1.654" Outside Diameter: 1.459" Pitch Diameter: 1.504" Width: 0.276" Bore: 0.244" Bolt Pattern: 0.14"...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/24t-htd-pulley-6mm-bore/5bd8962161a10d5915a53555/large_thumb.jpg?c=1540920865,AndyMark/am-3401.jpg,9.0,0.0,0.0,null
366,am-2571,Timing Belt :  131 Tooth :  Gates 5mm HTD :  15mm wide,This is a Gates HTD timing belt :  manufacturer part number 655-5m-15 Usage: Axle Locations for AM14U Variations (.pdf),1,https://andymark-weblinc.netdna-ssl.com/product_images/timing-belt-131-tooth-gates-5mm-htd-15mm-wide/am_2571/5bd497dd61a10d27d243344e/large_thumb.jpg?c=1540659165,AndyMark/am-2571.jpg,16.0,0.0,0.0,null
367,am-2703,Timing Belt :  85 Tooth :  Gates 5mm HTD :  15mm wide,Product Overview:This is a Gates HTD timing belt :  manufacturer part number 425-5M-15Specifications: Number of Teeth: 85Pitch Length: 16.73 inches (425 mm)Width: 15mm Tooth profile: 5mm pitch HT...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/timing-belt-85-tooth-gates-5mm-htd-15mm-wide/am_2703/5bd497ee61a10d27d2433483/large_thumb.jpg?c=1540659182,AndyMark/am-2703.jpg,13.0,0.0,0.0,null
368,AM_NOID_1,Gift Card,GIVE THE GIFT OF ANDYMARK PARTS! Fun to get :  even easier to give! Thank goodness for gift certificates! Buy a gift certificate to use later :  as a gift :  sponsorship :  or a fundraiser. Here is the per...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/gift-card/5bc91d3a61a10d5f45b79fa0/large_thumb.jpg?c=1539906874,AndyMark/AM_NOID_1.jpg,0.0,0.0,0.0,null
369,am-3791,57 Sport & CIM Sport 3 in. Shaft,This shaft is an optional part that can be used in the 57 Sport Gearbox :  as well as the CIM Sport Gearbox. If your application requires a longer output shaft :  you can disassemble the 57 Sport or CI...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/57-sport-cim-sport-3-in-shaft/5bd8aacc61a10d5948a5348b/large_thumb.jpg?c=1540926156,AndyMark/am-3791.jpg,13.0,0.0,0.0,null
370,am-3665,4 in. Stealth Wheel with 5 mm Hex Bore :  Gray :  7...,This is a gray 4 in. stealth wheel with a 5mm Hex bore and a 77A durometer. The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplast...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-stealth-wheel-with-5-mm-hex-bore-gray-77-durometer/5bd8a65561a10d5935a536a2/large_thumb.jpg?c=1540925013,AndyMark/am-3665.jpg,7.0,0.0,0.0,null
371,am-2603,F6 1/2in Split Braided Tubing Installation Tool,F6 Installation Tool Simplifies Long Length Installations This simple tool makes installing long lengths of F6 sleeving a breeze. Just insert your bundle of wires into the shank of the tool and sli...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/f6-1-2in-split-braided-tubing-installation-tool/am_2603/5bd497e261a10d27d2433461/large_thumb.jpg?c=1540659170,AndyMark/am-2603.jpg,12.0,0.0,0.0,null
372,am-0734,CIMple Box :  Single Stage Gearbox,Product Usage:All AndyMark gearboxes require grease for proper operation and long life. We suggest using our red tacky grease :  am-2768. We also encourage that the user powers the gearbox continuous...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/cimple-box-single-stage-gearbox/am_0734/5bd3e31361a10d27d243327c/large_thumb.jpg?c=1540612883,AndyMark/am-0734.jpg,59.0,0.0,0.0,null
373,am-3652,PG71 Gearmotor :  0.375 in. Hex Output,The Planetary Gearbox (PG) series of gearboxes and gearmotors feature robust planetary gearing inside paired with reliable motors. You asked for it :  we delivered. This gearbox now features a 0.375"...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pg71-gearmotor-0-375-in-hex-output/5bd8a48c61a10d5935a5364c/large_thumb.jpg?c=1540924556,AndyMark/am-3652.jpg,89.0,0.0,0.0,null
374,am-3068,Power Converter 12/24VDC to 5VDC,This converter takes 11-40V DC and steps it down to 5VDC :  which makes it perfect for supplying power to an RGB LED Light strip such as :  am-2916.,1,https://andymark-weblinc.netdna-ssl.com/product_images/power-converter-12-24vdc-to-5vdc/5bd35a2261a10d295496433c/large_thumb.jpg?c=1540577826,AndyMark/am-3068.jpg,18.0,0.0,0.0,null
375,am-0741,12T 20DP 8mm Bore :  Steel Gear,This is a 12 tooth CIM Gear which is 0.52 in. long.,1,https://andymark-weblinc.netdna-ssl.com/product_images/12t-20dp-8mm-bore-steel-gear/am_0741/5bd3e31561a10d27d2433282/large_thumb.jpg?c=1540612885,AndyMark/am-0741.jpg,10.0,0.0,0.0,null
376,am-0098,8 in. Aluminum Omni Wheel,8 in. Aluminum Omni WheelThese wheels are light :  durable and allow for omni-directional movement. They will bend under severe impact :  but can be easily repaired. The center bore is sized to receive...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/8-in-aluminum-omni-wheel/am_0098/5bd3e2db61a10d27d24331d3/large_thumb.jpg?c=1540612827,AndyMark/am-0098.jpg,0.0,0.0,0.0,null
377,am-3658,4:1 57 Sport with 1/2 in. Hex Output,The 57 Sport is the latest innovation in high performance planetary gearboxes from BaneBots and AndyMark. The 57 Sport features numerous improvements over previous planetary gearboxes used on FIR...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/57-sport/5bd8a51361a10d5935a53673/large_thumb.jpg?c=1540924691,AndyMark/am-3658.jpg,59.0,0.0,0.0,null
378,am-0650,Toughbox Mini Housing,This is the plastic body housing for the Toughbox Mini.,1,https://andymark-weblinc.netdna-ssl.com/product_images/toughbox-mini-housing/am_0650/5bd3e30d61a10d27d243326c/large_thumb.jpg?c=1540612877,AndyMark/am-0650.jpg,12.0,0.0,0.0,null
379,am-1310,1/4-20 x 0.75 in. Self Tapping - Bulk Qty,:,1,https://andymark-weblinc.netdna-ssl.com/product_images/1-4-20-x-0-75-in-self-tapping-bulk-qty/am_1310/5bd3e34d61a10d27d2433339/large_thumb.jpg?c=1540612941,AndyMark/am-1310.jpg,0.25,0.0,0.0,null
380,am-2932,REV :  1 in. T-Gusset Plate,This T-Gusset flat plate is used with the versatile :  modular REV Building Products. When attaching 0.09-0.13" thick plates to this extrusion :  use #10-32 x 3/8 screws :  accompanied by #10-32 nylock j...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rev-1-in-t-gusset-plate/5bd34cc761a10d293f964477/large_thumb.jpg?c=1540574407,AndyMark/am-2932.jpg,2.5,0.0,0.0,null
381,am-3727,Small Standoff Winch,This unassembled kit can be used to make a winch drum that can be powered by components with a 6mm D shaft such as a PicoBox or NeveRest. It also has the FTC 16mm bolt circle on it so you can direc...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/small-standoff-winch/5bdc607afe93c64d22cab5aa/large_thumb.jpg?c=1541169274,AndyMark/am-3727.jpg,9.0,0.0,0.0,null
382,am-3563_maroon,4 in. Compliant Wheel :  8mm Bore :  45A Durometer,This is a maroon 4 in. Compliant wheel that has a 8 mm Hex bore and a durometer of 45A.,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-8mm-bore-45a-durometer/5bdc55e361a10d06db43d363/large_thumb.jpg?c=1541166563,AndyMark/am-3563_maroon.jpg,8.0,0.0,0.0,null
383,am-0152,Toughbox Series 3/8 in. Hex Cluster Shaft,The small cluster gear shaft can be found inside of the Toughbox series of gearboxes: Toughbox :  Toughbox Mini :  Toughbox Micro :  Toughbox Nano :  and NanoTube.,1,https://andymark-weblinc.netdna-ssl.com/product_images/toughbox-series-3-8-in-hex-cluster-shaft/am_0152/5bd3e2e161a10d27d24331eb/large_thumb.jpg?c=1540612833,AndyMark/am-0152.jpg,6.0,0.0,0.0,null
384,am-3860,90 Degree Gusset,This thoughtfully engineered bracket has a rounded internal corner for greater stability against tearing. Lovingly punched from a rigid 6061 aluminum sheet :  it will look at home in all of your righ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/90-degree-gusset/5bdc573161a10d06db43d3be/large_thumb.jpg?c=1541166897,AndyMark/am-3860.jpg,3.5,0.0,0.0,null
385,am-3210R,2016 AM14U3 Right Bumper Triangle Bracket,The Right Triangle is designed for the AM14U2 and AM14U3 and provides a robust backing for mounting bumpers.It's used in the 2016 Red And Blue Bumper Kit for the AM14U3.,1,https://andymark-weblinc.netdna-ssl.com/product_images/2016-am14u3-right-bumper-triangle-bracket/5bd36b4d61a10d2954964588/large_thumb.jpg?c=1540582221,AndyMark/am-3210R.jpg,7.0,0.0,0.0,null
386,am-3210L,2016 AM14U3 Left Bumper Triangle Bracket,The Left Triangle is designed for the AM14U2 and AM14U3 and provides a robust backing for mounting bumpers.It's used in the 2016 Red And Blue Bumper Kit for the AM14U3.,1,https://andymark-weblinc.netdna-ssl.com/product_images/2016-am14u3-left-bumper-triangle-bracket/5bd36af961a10d2954964581/large_thumb.jpg?c=1540582137,AndyMark/am-3210L.jpg,7.0,0.0,0.0,null
387,am-3852,4 Gauge Robot Side Red Power Cable,This four gauge power cable is used to connect a 120 Amp Breaker (am-0282) to a Power Distribution Panel (am-2856). This multi-strand wire is securely crimped and protected with heat shrink tubing....Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-gauge-robot-side-red-power-cable/5bd8b57161a10d5948a53609/large_thumb.jpg?c=1540928881,AndyMark/am-3852.jpg,10.0,0.0,0.0,null
388,am-1015,1/4-20 Nylock Nut - Bulk Qty,Specifications: Material: Steel Coating: Zinc plated Thread: 1/4-20 Width across hex: 7/16",1,https://andymark-weblinc.netdna-ssl.com/product_images/1-4-20-nylock-nut-bulk-qty/am_1015/5bd3e33361a10d27d24332e1/large_thumb.jpg?c=1540612915,AndyMark/am-1015.jpg,0.07,0.0,0.0,null
389,am-3951,2 in. Omni :  35A 1/2 in. Hex,Omni-directional wheels in the smallest diameter offered by any common FIRST Robotics Competition or FIRST Tech Challenge supplier. This 50 mm / 2 inch omni wheel features soft 35A durometer roller...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-omni-35a-1-2-in-hex/5bf23473fe93c660266529d5/large_thumb.jpg?c=1542599795,AndyMark/am-3951.jpg,13.0,0.0,0.0,null
390,am-0797,Spiral Wrap :  3/8 in. OD :  Black :  20ft. roll,3/8 in. nominal diameter plastic spiral wrap This material is an ideal covering used to bundle and protect tubing :  wires and other types of conductors. This flexible wrap helps package robot wir...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/spiral-wrap-3-8-in-od-black-20ft-roll/am_0797/5bd3e31761a10d27d243328a/large_thumb.jpg?c=1540612887,AndyMark/am-0797.jpg,14.0,0.0,0.0,null
391,am-3155_green,2 in. Stealth Wheel :  1/2 in. Hex Bore :  35A Duro...,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 35A durometer hardness. The green treaded stealth wheels...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-stealth-wheel-1-2-in-hex-bore-35a-durometer/5bd362a761a10d2954964495/large_thumb.jpg?c=1540580007,AndyMark/am-3155_green.jpg,6.0,0.0,0.0,null
392,am-3572_maroon,2 in. Compliant Wheel :  8mm :  45 Durometer Maroon,This is a maroon 2 in. compliant wheel with a 8mm bore and a durometer of 45A. Compliant wheels are not intended for moving robots :  but moving objects. Compliant wheels give way to allow rigid o...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-compliant-wheel-8mm-45-durometer-maroon/5bd8c35261a10d595ca534a1/large_thumb.jpg?c=1540932434,AndyMark/am-3572_maroon.jpg,6.0,0.0,0.0,null
393,am-3562_black,4 in. Compliant Wheel :  3/8 in. Hex Bore :  60A Du...,This is a black 4 in. Compliant wheel that has a 3/8 in. Hex bore and a durometer of 60A.,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-3-8-in-hex-bore-60a-durometer/5bd8c37361a10d595ca534b5/large_thumb.jpg?c=1540932467,AndyMark/am-3562_black.jpg,8.0,0.0,0.0,null
394,am-3155,2 in. Stealth Wheel :  1/2 in. Hex Bore :  80A Duro...,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 80A durometer hardness. This robust but lightweight whee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-stealth-wheel-1-2-in-hex-bore-80a-durometer/5bd361c861a10d2954964477/large_thumb.jpg?c=1540579784,AndyMark/am-3155.jpg,6.0,0.0,0.0,null
